,movie_link,critic_name,review_type,review_date,content
393,m/1003747-cat_and_the_canary,Martin Dickstein,Fresh,2020-10-08,"It is a highly exciting, hysterical bit of melodrama, however conventional it may be in its essential plot."
394,m/1003747-cat_and_the_canary,SMH Staff,Fresh,2020-10-08,"It is greatly to the credit of the producer of The Cat and the Canary, Mr. Paul Leni, that he has succeeded in making it undeniably ""spooky."""
395,m/1003747-cat_and_the_canary,Mercury Staff,Fresh,2020-10-08,Those who enjoy a thrilling tale of mystery that keeps them guessing right up to the end will delight In The Cat and the Canary.
396,m/1003747-cat_and_the_canary,Miguel de Zárraga,Fresh,2019-09-10,The actors were well-chosen and their work is remarkable. [Full Review in Spanish]
397,m/1003747-cat_and_the_canary,Tim Purtell,Fresh,2014-10-20,"What makes Canary sing is Leni's pioneering mix of spooky expressionism and light comedy, fabulous camera work, and nice turns from Laura La Plante, Creighton Hale, and Martha Mattox."
398,m/1003747-cat_and_the_canary,Mordaunt Hall,Fresh,2006-03-25,It is not only in actual cinematic effects that Mr. Leni's work is telling; there are sequences in the story which reveal his absolute command of the players.
399,m/1003747-cat_and_the_canary,Ken Hanke,Fresh,2002-11-30,The sort of creepy movie that is perhaps best thought of as spooky fun -- and 85 years have not changed that.
400,m/1003747-cat_and_the_canary,Film Daily Staff,Fresh,2020-10-08,Whoopee. What thrills.
401,m/1003747-cat_and_the_canary,Leslie Combemale,Fresh,2019-08-02,"All the expressive faces and pauses you'd expect from the silent era, but you can see the inspiration for later films that used the style and production design from this delightfully spooky, occasionally funny and well-plotted feature."
402,m/1003747-cat_and_the_canary,Dave Kehr,Fresh,2001-04-26,"Like most spoofs, it wears thin fairly quickly."
403,m/1003747-cat_and_the_canary,Tim Brayton,Fresh,2015-06-04,Plays with cinematic form and representation like few movies of any style have gotten away with under the aegis of a big Hollywood studio.
404,m/1003747-cat_and_the_canary,"Michael W. Phillips, Jr.",Fresh,2008-09-20,"Not exactly a horror film, at least by any strict definition. But it is a great deal of fun."
405,m/1003747-cat_and_the_canary,Tony Rayns,Fresh,2006-02-09,Hugely entertaining.
406,m/1003747-cat_and_the_canary,Michael Atkinson,Fresh,2014-10-20,"[This] adroitly atmospheric film is virtually an ideogram of narrative suspension and impact, and it's a lovely, musty, nightened place to visit."
407,m/1003747-cat_and_the_canary,Ronald Bergan,Fresh,2014-10-20,"Moodily shot, this classic ""old dark house"" picture is played mostly for laughs."
408,m/1003747-cat_and_the_canary,C.S. Sewell,Fresh,2020-10-08,Adding to the dramatic effectiveness of the picture is the distinct surprise regarding the identity of the mysterious figure... There is also quite a lot of fine comedy relief which relieves without destroying the necessary tension and suspense.
409,m/1003747-cat_and_the_canary,Dennis Schwartz,Fresh,2006-06-26,Stylishly well-executed old-fashioned horror-suspense thriller that's laced with a macabre humor.
410,m/1003857-champion,George Perry,Fresh,2001-06-13,The contrasting black and white cinematography perfectly fits the dark mood. The fight sequences are excitingly and realistically staged.
411,m/1003857-champion,Nell Minow,Fresh,2002-07-25,"Brilliant, searing, heartbreaking."
412,m/1003857-champion,Film4 Staff,Fresh,2003-05-24,Douglas is so perfect in the role that the movie is never less than gripping.
413,m/1003857-champion,Steve Crum,Fresh,2004-10-23,"One of the best fight films ever, also one of Kirk's best"
414,m/1003857-champion,Emanuel Levy,Fresh,2005-07-06,"In his first Oscar nomination in Mark Robson's compelling melodrama, Kirk Douglas gives a ferociously realistic performance as a boxer determined to succeed at all costs."
415,m/1003857-champion,Bosley Crowther,Fresh,2006-03-25,"Kirk Douglas does a good, aggressive job, with a slight inclination to over-eagerness at times, which might amuse an old fight fan."
416,m/1003857-champion,Tom Milne,Rotten,2006-06-24,"The Set-Up, made the same year, is infinitely superior."
417,m/1003857-champion,THR Staff,Fresh,2019-04-09,"Frank Planer's photography has much drama as the script as it begins to tell the story right under the titles and continues compelling on its course through the grim, relentless narrative."
418,m/1003857-champion,Christy Lemire,Fresh,2019-06-19,"A tight, gripping drama worth more to the movie customer than many multi-million epics."
419,m/1004110-chosen,Frederic and Mary Ann Brussat,Fresh,2002-01-30,"Based on Chaim Potok's best-selling novel, this film is filled with colorful details of Hassidic lifestyle and has strong performances by Rod Steiger and Maximilian Schell."
420,m/1004110-chosen,Janet Maslin,Fresh,2004-08-30,"Certainly, this is a gently evocative movie, with its glimpses of a strict and self-contained culture, and its memories of a time gone by."
421,m/1004110-chosen,Melissa Anderson,Rotten,2006-02-09,A worthy but irretrievably dull homily.
422,m/1004110-chosen,Michael Booth,Fresh,2008-03-28,"A dedicated team of faithful adapters created a wonderfully rich movie version of the book in 1981, and the emotion and intellectual depths of the story resonate through the decades."
423,m/1004110-chosen,Jordan Hiller,Fresh,2009-07-07,"It shouldered its way into the popular consciousness, perhaps with a few concessions and a straining dramatic license, but nonetheless it remains a thoughtful, provocative engagement of legitimate issues relating to Judaism, the ancient, ever evolving rel"
424,m/1004110-chosen,Emanuel Levy,Fresh,2012-09-25,"Based on Potok's book, this well acted fammily drama set in Brooklyn after WWII, centers on the friendship between two Jewish boys who beong to different ideological factions"
425,m/1004110-chosen,Dennis Schwartz,Fresh,2012-09-27,An engaging family drama religious film that explores the ideological differences between two teenage Jewish friends.
426,m/1004110-chosen,Bruce McCabe,Fresh,2018-04-27,"Jeremy Paul Kagan's The Chosen is singularly brilliant, an impressive achievement that puts it in the select company of the best films of the year."
427,m/1004110-chosen,Roger Ebert,Rotten,2019-05-08,"The Chosen never came alive for me. I respected what the filmmakers were trying to do, and I admired the ambitious period production, but I never really cared about these people."
428,m/1005381-days_of_wine_and_roses,Tim Dirks,Fresh,2000-01-01,"Days of Wine and Roses (1962) is the intense dramatic portrayal of an alcoholic, co-dependent couple. The film's poster describes its intriguing premise: ""It is Different. It is Daring. Most of All, in Its Own Terrifying Way, It is a Love Story."""
429,m/1005381-days_of_wine_and_roses,Cole Smithey,Fresh,2005-10-07,Hollywood doesn't make 'em like this anymore.
430,m/1005381-days_of_wine_and_roses,Emanuel Levy,Fresh,2007-04-30,"Except for the (fake) ending, this is one of Hollywood's best films about the devastating effects of alcoholism, going beyond Wilder's Lost Weekend, and proficiently helmed by Blake Edwards just before the Pink Panther films changed completely his career"
431,m/1005381-days_of_wine_and_roses,Steve Crum,Fresh,2008-03-22,"Grim, strong drama about alcoholism with Lemmon and Remick's stellar work."
432,m/1005381-days_of_wine_and_roses,Eve Tushnet,Fresh,2019-01-03,"Days is a tract, my friend, a folded brochure of a film, rescued by Jack Lemmon's charm and some good dark camerawork."
433,m/1005381-days_of_wine_and_roses,Clyde Gilmour,Fresh,2019-10-07,"Jack Lemmon, hitherto chiefly identified with comedy roles, establishes himself as an actor of impressive range in this tough-minded Hollywood drama about alcoholism."
434,m/1005381-days_of_wine_and_roses,Matt Brunson,Fresh,2019-11-10,"Lemmon has given a sizable number of terrific performances over his career, and this one qualifies as a Top 10 entry. As for Remick, she's never been better."
435,m/1005381-days_of_wine_and_roses,Richard Brody,Fresh,2019-12-30,"The movie plays like an extended ad for Prohibition, three decades after it ended."
436,m/1005724-desperate_hours,Ken Hanke,Fresh,2004-08-18,Solid version of the play with strong cast.
437,m/1005724-desperate_hours,Dennis Schwartz,Rotten,2008-06-29,"An aged fiftysomething Humphrey Bogart is in his element as the snarling desperate fugitive, a role played on Broadway by the much younger Paul Newman."
438,m/1005724-desperate_hours,Emanuel Levy,Fresh,2013-02-02,"William Wyler's taut direction elevates this thriller, which stars Bogart in his last screen role and Fredric March; far superior to the 1991 remake."
439,m/1005724-desperate_hours,Clyde Gilmour,Fresh,2019-10-24,"William Wyler's masterly filming of the Joseph Hayes thriller makes most of the earlier versions look like minor-league efforts. Fredric March, as the beleaguered father, gives one of the year's finest acting performances."
440,m/1006648-enforcer,Dennis Schwartz,Fresh,2001-10-09,A fast moving film.
441,m/1006648-enforcer,Pablo Villaça,Fresh,2003-08-11,"A histria bem construda e as boas atuaes so o ponto forte deste noir, que se inspirou em fatos reais e foi um dos primeiros filmes a abordar o universo dos assassinos profissionais - e Bogart, mesmo no piloto automtico,  sempre interessante."
442,m/1006648-enforcer,Steve Crum,Fresh,2008-02-23,"Fine latter day Bogie (1950), and the title says it all."
443,m/1006648-enforcer,Michael E. Grost,Fresh,2011-01-01,"Vivid film noir, with many images that recall other Raoul Walsh thrillers."
444,m/1006648-enforcer,Virginia Graham,Fresh,2018-06-20,"[The Enforcer] is a very good film indeed, and one which must appeal to anyone who happens to have a base instinct about him."
445,m/1006872-exodus,Dave Kehr,Fresh,2000-01-01,"Intelligence applied exactly where it is most rare: in the lavish, star-studded epic."
446,m/1006872-exodus,Bosley Crowther,Fresh,2005-05-09,"In the end, one should take from this picture a shaken feeling of having been through a lot of harsh and ennobling experiences."
447,m/1006872-exodus,Tom Milne,Rotten,2006-01-26,"Watchable mainly for the sheer skill and drive of Preminger's direction, although at 220 minutes even that long outstays its welcome."
448,m/1006872-exodus,Dennis Schwartz,Rotten,2007-12-28,Otto - let my people go!
449,m/1006872-exodus,Emanuel Levy,Fresh,2008-11-15,"Preminger's ambitious chronicle of the formation of the State of Israel contains some stirring moments, but as an epic it's too sprawling, overlong, and lacks dramatic center."
450,m/1006872-exodus,Jordan Hiller,Fresh,2009-06-24,"The style of filmmaking is simply too polite and serene to carry the edgy, dangerous material of Uris's novel"
451,m/1006872-exodus,Tim Brayton,Rotten,2014-07-26,"Appallingly boring. That's a subjective word, but I can't think of a better one."
452,m/1006872-exodus,Matt Brunson,Fresh,2016-04-09,"In 1960, Dalton Trumbo served up two hefty screenplays full of incident, emotion and intellectual exchanges -- I prefer Spartacus, although there's something to be said for his streamlining of so much historical content (and, yes, fictional deviations)."
453,m/1006872-exodus,Clyde Gilmour,Fresh,2019-10-31,"Most of the time seems well spent, although Dalton Trumbo's otherwise skilful screenplay includes too many garrulous slowdowns while the characters discuss their conflicting ideologies."
454,m/1006872-exodus,John Gillett,Rotten,2020-02-11,"Exodus, then, sees Preminger's sheer movie-making talent at its most extended. Unhappily, the ability to sustain a large canvas does not necessarily result in a good film."
455,m/1007573-flipper,Don Willmott,Fresh,2004-07-22,a sunny windswept antidote to endless helpings of frantic Japanimation
456,m/1007573-flipper,Steve Crum,Fresh,2005-01-05,Good family movie is not just another fish story...or maybe it is.
457,m/1007600-fly,Alex Sandell,Fresh,2003-12-27,Forever I'll hear that fly screaming 'help me.'
458,m/1007600-fly,Mike Massie,Fresh,2020-08-18,"Like the very best monster movies, the creature itself isn't revealed until very late into the picture."
459,m/1007600-fly,Steve Crum,Fresh,2004-10-16,"A minor classic, certainly one of Price's best productions."
460,m/1007600-fly,Rob Humanick,Fresh,2011-10-20,The script works hard to ensure that the premise delivers without succumbing to its surface absurdity.
461,m/1007600-fly,Noel Murray,Fresh,2013-09-18,"The Fly is a study in how the boldness of new discoveries is compromised by science's need for precision, but it's also a nightmarish tale of a comfortable little family, and a nagging little buzz."
462,m/1007600-fly,Bob Bloom,Fresh,2002-08-13,"""Help me, help me!"" Great camp."
463,m/1007600-fly,Matt Brunson,Fresh,2019-12-15,"The climax (""Help me!"") has given many viewers chills while providing others with chuckles -- I'm in the former camp; the primal terror of that situation never fails to move me -- and the rest is efficient in its solemnity."
464,m/1007600-fly,Kevin Carr,Fresh,2013-09-27,It's the charisma of Vincent Price that really drives this movie and makes it a classic even today.
465,m/1007600-fly,Film4 Staff,Fresh,2011-10-17,"Funny, horrible and inventive -- in its own deranged way this is a classic of 1950s horror."
466,m/1007600-fly,Dennis Schwartz,Fresh,2007-02-06,There's something truly fly about this unparalleled fly story that zaps you right in the old guts.
467,m/1007600-fly,Brian Webster,Fresh,2001-07-25,"Fun, slightly campy film."
468,m/1007600-fly,Leslie Combemale,Fresh,2019-08-02,A must for all monster movie fans.
469,m/1007600-fly,Howard Thompson,Fresh,2003-05-21,"One of the better, more restrained entries of the 'shock' school."
470,m/1007600-fly,Scott Weinberg,Fresh,2002-07-26,A true classic of the genre ... but I still like the remake better.
471,m/1007600-fly,Geoff Andrew,Fresh,2006-01-26,Clavell's script successfully treads a fine line between black comedy and po-faced seriousness.
472,m/1007600-fly,Fernando F. Croce,Fresh,2011-05-28,Every absurdity is offered and deciphered with such calm as to become hallucinatory
473,m/1007600-fly,Variety Staff,Fresh,2009-03-26,One strong factor of the picture is its unusual believability.
474,m/1007600-fly,Paul Chambers,Fresh,2013-09-26,"A bit corny, but mostly a chilling and worthwhile experience. Mother Nature is the bad guy in this tale. The humans are all protagonists. All of them."
475,m/1007600-fly,Matt Bailey,Rotten,2003-10-16,"The Fly has, over the years, acquired the reputation as some sort of a classic. How this has been achieved I am afraid I am at a loss to explain."
476,m/1007600-fly,Ken Hanke,Fresh,2002-10-02,Cult classic that frankly isn't very good
477,m/1008623-goodbye_girl,Bob Bloom,Fresh,2002-08-30,"Dreyfuss' Oscar-winning performance and the chemistry between him and Mason, + Neil Simon script make this an entertaining watch."
478,m/1008623-goodbye_girl,Frederic and Mary Ann Brussat,Fresh,2004-01-23,A bittersweet love story by Neil Simon.
479,m/1008623-goodbye_girl,Jake Euker,Rotten,2004-07-04,Emblematic of the underside of 70s American film.
480,m/1008623-goodbye_girl,Roger Ebert,Fresh,2004-10-23,"It's strange: We leave the movie having enjoyed its conclusion so much that we almost forgot our earlier reservations. But they were there, and they were real."
481,m/1008623-goodbye_girl,Nell Minow,Fresh,2005-02-27,Dreyfuss is great but the movie has not held up well.
482,m/1008623-goodbye_girl,Steve Crum,Fresh,2008-03-22,Dreyfuss got his Oscar for this Neil Simon romantic comedy costarring Marsha Mason.
483,m/1008623-goodbye_girl,Dennis Schwartz,Fresh,2010-02-25,"Broadway-like funny romantic comedy sitcom about struggling Manhattan actors, that has its awkward moments."
484,m/1008623-goodbye_girl,Emanuel Levy,Fresh,2011-03-10,"Stagey, literal, and sentimental, this romantic film is mediocre in every respect, writing by Neil Simon, direction by Herbert Ross."
485,m/1008623-goodbye_girl,Renee Schonfeld,Fresh,2016-02-09,Delightful Neil Simon modern-day fairy tale has swearing.
486,m/1008623-goodbye_girl,Donald McLean,Fresh,2019-07-24,"Richard Dreyfuss gives the best performance of his career thus far; it's being touted for an Oscar and rightfully so. Marsha Mason is equally fine in a less flashy role, and the two strike wonderful sparks together."
487,m/1008623-goodbye_girl,Fernando Trueba,Fresh,2019-07-30,The Goodbye Girl is a sentimental comedy that is saved by the indisputable charm of its actors and the quiet efficiency of its mise-en-scène. [Full Review in Spanish]
488,m/1008623-goodbye_girl,Bernard Drew,Rotten,2019-11-01,The Goodbye Girl remains a bit too mechanically predictable to be a complete success.
489,m/1009691-hit,Dennis Schwartz,Rotten,2004-08-29,The film is not as good as the Eric Clapton music in the background.
490,m/1009691-hit,Vincent Canby,Rotten,2004-08-30,These guys don't have to use guns. All they have to do is open their mouths and bore each other to death.
491,m/1009691-hit,Derek Adams,Fresh,2006-06-24,"All in all, a very palpable hit."
492,m/1009691-hit,Chris Cabin,Fresh,2009-04-06,transmits an alien grip on atmosphere and tone that keeps one enthralled even as it ponders the very basis of being
493,m/1009691-hit,James Kendrick,Fresh,2009-05-11,"really more of an exploration of the disjunction between exteriors and interiors, and while some may find it slow-going, those who see it for what it is will find it an intriguing portrait of human nature"
494,m/1009691-hit,Dan Lybarger,Fresh,2009-06-14,'The Hit' gives the great Terence Stamp what is arguably his best role.
495,m/1009691-hit,Christopher Long,Fresh,2009-07-29,Superb acting from Hurt and Stamp is enough to smooth over any rough patches.
496,m/1009691-hit,Variety Staff,Fresh,2010-07-06,Frears and writer Peter Prince have taken a potentially familiar tale of a gangland betrayal and revenge and made something richly inventive and most entertaining.
497,m/1009691-hit,Rita Kempley,Fresh,2015-09-15,"It is a dexterously balanced killer thriller by the idiosyncratic Frears, whose every scene becomes a matter of life and death. A lighter clicks, a gun clicks; life or death, it all sounds the same."
498,m/1009691-hit,Sheila Benson,Fresh,2015-09-15,"""The Hit"" is something special: thoughtful, perfectly performed and carrying the clear stamp of an extremely interesting director."
499,m/1009691-hit,Douglas Davidson,Fresh,2020-10-19,... it's absolutely the film itself which captures the imagination as the crime thriller subgenre is given a philosopher's tongue amid a road movie structure.
500,m/1010030-house_of_wax,Staci Layne Wilson,Fresh,2005-05-24,"Vincent Price is truly creepy, hammy and eerie in this role."
501,m/1010030-house_of_wax,Mike Massie,Fresh,2020-08-23,"Price can't help but to be perfect as an evil mastermind, tossing about ominous stares and deceptively gentle chatter."
502,m/1010030-house_of_wax,Mike McGranaghan,Fresh,2013-10-08,"House of Wax has gone down in the books as a classic, but now, finally, it can be appreciated in the form it was always meant to be seen in. There is no need to ever watch it in 2D again."
503,m/1010030-house_of_wax,Kevin Carr,Fresh,2013-10-04,"Unlike many 3D films from the original push in the 1950s, House of Wax stands on its own without the gimmick."
504,m/1010030-house_of_wax,Martin Unsworth,Fresh,2017-11-10,"The film's place in cinema history is already secured as it's genuinely one of the best of the fifties horror thrillers from Warner Bros, with Price at his best - being both sympathetic and sinister."
505,m/1010030-house_of_wax,Jeffrey M. Anderson,Fresh,2005-05-16,"House of Wax is not particularly scary or suspenseful, but it is a lot of fun and effectively creates an atmosphere of dread using bright colors and shadows."
506,m/1010030-house_of_wax,Jeremiah Kipp,Fresh,2002-01-27,"The plot is pure hokum from beginning to end, but throw the silver-tongued Vincent Price into any film as a tormented villain and you've already won half the battle."
507,m/1010030-house_of_wax,Tom Milne,Fresh,2006-02-09,De Toth brings off one classic sequence with Kirk fleeing through the gaslit streets pursued by a shadowy figure in a billowing cloak.
508,m/1010030-house_of_wax,Tim Brayton,Fresh,2014-11-07,"In any number of dimensions, it's a delightfully garish exercise in low-grade creeps."
509,m/1010030-house_of_wax,Matt Brunson,Fresh,2012-10-10,It's a heckuva lot of fun.
510,m/1010030-house_of_wax,Clyde Gilmour,Fresh,2019-10-29,"A three-dimensional item of horror and suspense. As a 3-D spectacle, it is technically far ahead of the recent Bwana Devil, and the corny story is at least up to the average chiller-diller."
511,m/1010030-house_of_wax,Christopher Null,Fresh,2000-01-01,One of the great horror classics.
512,m/1010030-house_of_wax,Steve Biodrowski,Fresh,2008-07-23,"An extremely effective ""unmasking"" scene at the climax ... stands as one of the great shock moments in horror cinema."
513,m/1010030-house_of_wax,Bill Chambers,Fresh,2003-08-04,Joyfully macabre.
514,m/1010030-house_of_wax,Dennis Schwartz,Fresh,2001-09-06,A more conventional and not as absorbing remake of Mystery of the Wax Museum...
515,m/1010030-house_of_wax,Nick Schager,Fresh,2005-06-25,Price brings a touch of creepy class to this otherwise middling B-level horror story.
516,m/1010030-house_of_wax,Cole Smithey,Fresh,2008-11-23,Oh-so-delightfully creepy.
517,m/1010030-house_of_wax,Variety Staff,Fresh,2008-10-07,"Casting is competent, Vincent Price is capital as the No. 1 menace."
518,m/1010030-house_of_wax,Alan Jones,Fresh,2013-10-07,"[A] glorious-looking slice of gothic horror, which also helped establish Vincent Price as a horror icon."
519,m/1010030-house_of_wax,Jamie Russell,Rotten,2004-03-16,Despite Price's presence this is little more than a footnote in American horror cinema.
520,m/1011176-johnny_belinda,"Michael W. Phillips, Jr.",Fresh,2004-12-12,"A touching, moving film that takes its time and doesn't rely on strident melodramatics to tell its story."
521,m/1011176-johnny_belinda,Steve Crum,Fresh,2004-12-28,Powerful Jane Wyman performance and Oscar caliber production overall.
522,m/1011176-johnny_belinda,Christopher Null,Fresh,2006-02-23,"Try all you want to make yourself jaded over this, but in the end poor little Belinda wins us all over in the end."
523,m/1011176-johnny_belinda,Emanuel Levy,Fresh,2008-02-08,"Jean Negulseco's melodrama is a moody, well-crafted if outdated saga with a star-making performance from Jane Wyman as a deaf-mute girl, who's raped and bears an illegitimate child."
524,m/1011176-johnny_belinda,Matt Brunson,Fresh,2018-06-25,"Wyman delivers an impressive, Oscar-winning performance relying solely on her expressions."
525,m/1013089-main_event,Roger Ebert,Rotten,2004-10-23,"The movie just doesn't have the life, the zaniness, this kind of screwball material demands."
526,m/1013089-main_event,Rich Cline,Rotten,2005-08-26,entertaining misfire
527,m/1013089-main_event,Chuck O'Leary,Fresh,2005-09-21,A good mainstream comedy that's better than its reputation.
528,m/1013089-main_event,Steve Crum,Fresh,2008-02-17,Forgettable Streisand-O'Neal comedy romance set in boxing ring.
529,m/1013089-main_event,Bob Thomas,Fresh,2019-07-17,"The plot is reminiscent of 1930 s comedies, but Streisand and [producer] Jon Peters have provided a handsome, up-to-date production."
530,m/1013089-main_event,Augusto Martínez Torres,Rotten,2019-08-07,The Main Event tells a dumb and boring story about boxing. [Full Review in Spanish]
531,m/1013227-manchurian_candidate,Josh Larsen,Fresh,2008-02-07,"...goes down the rabbit hole, though never too far to lose its satirical relevance to the insanity of real-world politics."
532,m/1013227-manchurian_candidate,Variety Staff,Fresh,2008-05-07,"Every once in a rare while a film comes along that works in all departments, with story, production and performance so well blended that the end effect is one of nearly complete satisfaction. Such is The Manchurian Candidate."
533,m/1013227-manchurian_candidate,James Kendrick,Fresh,2001-02-27,"the film still feels taut, scathing, and paranoid because it cuts to the heart of mass fears and how those fears, whatever they may be, can be manipulated and exploited by the powerful-something that is no different today than it was in 1962."
534,m/1013227-manchurian_candidate,Matt Bailey,Fresh,2003-04-04,"The Manchurian Candidate, a total flop in its own time, has become a prescient standard-bearer of paranoia and political intrigue."
535,m/1013227-manchurian_candidate,Bill Chambers,Fresh,2004-01-12,"With a dour, uncompromising view of humanity punctuated by raw violence, The Manchurian Candidate feels post-Kennedy, or like a harbinger of Watergate-era splatter"
536,m/1013227-manchurian_candidate,Ken Hanke,Fresh,2004-09-27,"A volatile work, part thriller, part quasi-science fiction, part vicious satire."
537,m/1013227-manchurian_candidate,Roger Ebert,Fresh,2000-01-01,Not a moment of The Manchurian Candidate lacks edge and tension and a cynical spin.
538,m/1013227-manchurian_candidate,James Powers,Fresh,2018-03-01,"The direction and acting are good, so interest is maintained. Frankeheimer's handling of the early sequences, in which he attempts and succeeds in creating on film the corruption of the mind, is imaginative filmmaking."
539,m/1013227-manchurian_candidate,Desson Thomson,Fresh,2000-01-01,"Its story of Cold War intrigue, murky East-West dealings, assassination, brainwashing -- and the idea of a glorified cue-card reader playing president -- resonates today like never before."
540,m/1013227-manchurian_candidate,Peter John Dyer,Fresh,2020-03-06,"Its unreal characters [are] essentially relevant to ourselves in the Cold War, its extravagant fears for the future rooted logically in the recent past."
541,m/1013227-manchurian_candidate,Dan Jardine,Fresh,2000-01-01,"A brilliantly realized, acidic satire of American political life. It takes us into a strange, hallucinatory world that is hard to shake, long after the movie is over."
542,m/1013227-manchurian_candidate,Jonathan Rosenbaum,Fresh,2008-05-07,"powerful experience, alternately corrosive with dark parodic humor, suspenseful, moving, and terrifying."
543,m/1013227-manchurian_candidate,Hal Hinson,Fresh,2000-01-01,"Has an excoriating, destabilizing wit that seems as knowingly sophisticated today as it must have then."
544,m/1013227-manchurian_candidate,Jeffrey M. Anderson,Fresh,2004-08-07,It's both exciting and disheartening that a 42 year-old satire like this still works as pointedly as it does.
545,m/1013227-manchurian_candidate,Kim Newman,Fresh,2000-01-01,A dazzling spy thriller that's still amazing.
546,m/1013227-manchurian_candidate,Mike Massie,Fresh,2020-08-27,"One of the most successful adaptations from a novel to the big screen, capably translating the paranoia and suspense Condon imparted to his literary readership."
547,m/1013227-manchurian_candidate,Walter Chaw,Fresh,2009-03-24,a benchmark of the United States' coming of age in the 1960s
548,m/1013227-manchurian_candidate,Witney Seibold,Fresh,2016-06-03,"""The Manchurian Candidate"" is striking in its hard edge. This is not a slick, subtle dissection of modern politics. This is a fist to the face."
549,m/1013227-manchurian_candidate,John A. Nesbit,Fresh,2004-07-30,Frankenheimer easily ranks as the pre-eminent director of political intrigue.
550,m/1013227-manchurian_candidate,Dragan Antulov,Fresh,2005-08-12,"even when taken out of its historic context, this film is a thought-provoking piece of quality filmmaking"
551,m/1015967-party,Shane Burridge,Fresh,2000-01-01,Sellers is best when he is on the move and liable to get himself into trouble
552,m/1015967-party,Ken Hanke,Fresh,2003-04-24,"Sometimes agreeable improvised comedy, but it wears out its welcome."
553,m/1015967-party,Roger Ebert,Fresh,2004-10-23,"Edwards directs with economy for most of the way, but when the living room fills up with soapsuds and the elephant, he can't help lingering over the expensive scene he's produced."
554,m/1015967-party,Nick Schager,Rotten,2005-05-04,Plays like leftovers from the Panther films.
555,m/1015967-party,Mark Bourne,Fresh,2006-04-05,"...a sweet-natured, enjoyable trifle. Peter Sellers ... may remind aficionados of the work of Jacques Tati. Any opportunity to see him work is a good thing, even if only a fraction of his talents are on display...."
556,m/1015967-party,Fernando F. Croce,Fresh,2010-03-15,"The precise and relaxed snowballing of silent-comedy idioms becomes, beautifully, a '68 uprising"
557,m/1015967-party,Sam Adams,Fresh,2014-09-22,The film makes a strong argument for the liberating joys of disorder.
558,m/1015967-party,Penelope Houston,Rotten,2016-04-25,"The Party hardly gets beyond a rather watery smile. A pity, because the idea remains engaging."
559,m/1015967-party,Sean Axmaker,Fresh,2017-04-21,"This isn't as fall-down-funny as the best Pink Panther movies but it has a kind of purity and comic grace to it all, like an elaborately choreographed dance of physical comedy ..."
560,m/1015967-party,Michael Coldwell,Fresh,2017-10-18,"Even in bad films (and he made quite a few) Peter Sellers couldn't help being good. But this is up there with his very best, which makes it damn near unmissable."
561,m/1015967-party,Dennis Schwartz,Fresh,2019-04-20,"A few sight gags go over well and the satire sometimes hits the mark, but much of the film stalls with too many repetition accidents."
562,m/1016586-posse,Matt Brunson,Fresh,2004-05-12,One of the many sturdy Westerns that emerged from 1970s Hollywood sporting a chip on its shoulder.
563,m/1016586-posse,Dennis Schwartz,Fresh,2005-03-03,This superior western is superbly scripted by Christopher Knopf from his story.
564,m/1016586-posse,Steve Crum,Rotten,2005-06-15,"Passable oater directed by its star, Kirk Douglas."
565,m/1016586-posse,Chuck O'Leary,Fresh,2005-10-10,A good little Western nicely directed by Douglas.
566,m/1016586-posse,Jacoba Atlas,Rotten,2019-12-04,Posse is so busy trying to live up to its self-avowed intention to be relevant that it hardly has time to be its own movie.
567,m/1017021-quo_vadis,Dennis Schwartz,Rotten,2000-01-01,Peter Ustinov's delightful over-the-top prissy performance was fun to watch.
568,m/1017021-quo_vadis,Jonathan Rosenbaum,Fresh,2001-07-24,"MGM's opulent version of ancient Rome circa 1951, with Peter Ustinov at his most whimsical doing honors as the mad Nero."
569,m/1017021-quo_vadis,John A. Nesbit,Fresh,2003-06-09,the main reason to watch three hours of Quo Vadis remains Peter Ustinov's striking contribution to Nero lore
570,m/1017021-quo_vadis,Dan Lybarger,Fresh,2003-11-17,"Taylor is as wooden as usual, but the gaudy spectacle is worth the rental price."
571,m/1017021-quo_vadis,"Michael W. Phillips, Jr.",Fresh,2006-09-20,"Pretty good, almost despite all the excess."
572,m/1017021-quo_vadis,Steve Crum,Fresh,2008-02-17,"Super MGM spectacular, Roman style, headlining Robert Taylor."
573,m/1017021-quo_vadis,Emanuel Levy,Fresh,2008-07-30,"By today's standards, Mervyn LeRoy's film is a kitschy spectacle, but in 1951, it was immensely popular and MGM spent its biggest budget to date for a star-driven production that shot for a whole year at Rome's Cinnecitta Studios."
574,m/1017021-quo_vadis,John J. Puccio,Fresh,2008-11-07,"It's heavy-handed, to be sure, but it's fun to watch, thanks to its pageantry and color."
575,m/1017021-quo_vadis,Bosley Crowther,Rotten,2011-03-23,"It was made, we suspect, for those who like grandeur and noise -- and no punctuation. It will probably be a vast success."
576,m/1017021-quo_vadis,Ian Nathan,Fresh,2011-03-23,Enough large-scale spectacle scenes to outweigh the inevitable religiose sludge that creeps in between them.
577,m/1017021-quo_vadis,Variety Staff,Fresh,2011-03-23,Quo Vadis is a super-spectacle in all its meaning.
578,m/1017021-quo_vadis,Bob Thomas,Fresh,2019-07-30,Quo Vadls is the most spectacular film since the days of Ben Hur and Intolerance. But as an epic it does not have the corn of De Mille -- nor the excitement.
